,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215
wx,0.179044961359155,0.061826176698487514,-0.21682460045219146,0.2369775259300601,-0.22916918153566654,-0.07112403026429485,-0.040498122899471724,-0.19807995873250311,-0.1949375603361264,-0.1841411846739328,0.17997834508902488,-0.02513806232181826,0.1752046375581687,-0.19040660254277716,-0.18387759595063516,-0.09741990653396158,-0.2131152731147202,0.10260456138359447,0.0978910493514859,-0.10526263487867912,-0.13905769819033173,0.09270910767201647,-0.033547419410383736,-0.07303922982624032,0.06471831541964534,0.07843488009438268,-0.11032712684414547,-0.027129849641310273,-0.09583800304442681,-0.0834119016139113,0.11365218174236548,0.042549367967427774,-0.09651605946433446,0.05089686574055097,0.014857138885694163,-0.014277978435268188,-0.010308852536867684,-0.014614106270057443,0.056371319731693556,0.006923442250260379,0.06475898971835566,-0.10862174853689764,0.1979314346643915,-0.21428837636559797,0.07736396893260855,0.15875136903440498,-0.1357310880919864,0.16082838522931642,0.2119618798538675,-0.13438930875759766,-0.19850778128543675,0.2013345947537747,0.2071544386917513,-0.14767320653223287,0.1875189980871821,0.14200145054640584,0.10488643341630924,0.13203676437931128,0.1903250859821463,0.22416809513240982,-0.270447616751283,0.08806178437306154,-0.19608266842854277,0.15449533492661346,-0.015681645131118083,0.027318559710154552,-0.1708969768504531,-0.2339168940639555,-0.16237153667260087,0.009148163259727685,-0.1451159338334733,0.11739252111057724
wy,0.11020072753680915,0.19047130252627184,-0.022745255500692813,-0.03084110456798442,0.03927672175561019,-0.19095824068320807,0.1818068380167079,0.030632837048297213,0.04987952533652793,0.11557326916891328,0.1107752176834285,0.18730847453457417,0.11188537562252128,0.0454188097911109,0.08414573369643599,-0.1676431097964822,-0.03295165372905199,-0.1872910632027666,-0.14226311616200454,-0.09983826400221908,0.01688586948845106,0.07820346786044909,-0.10664309852112237,-0.08765032531206333,-0.08448709229531172,0.08084953030248598,0.05495456729110574,-0.10457785308732276,-0.053705561567252244,0.04504406295338753,0.0017506523886517099,-0.10114590574417777,0.02145025025930981,0.031326609759773714,-0.045918612578623806,-0.0403365311407422,-0.02760099601355099,-0.03210211095215448,0.07580458916109047,-0.09953783893238649,0.09301949151411447,-0.15287606034125545,0.11153236430404641,0.0791275279310235,0.1584051263170027,0.04962513520624954,-0.03647101363777519,0.11614969273518277,0.0025359039655571485,0.14202477602146107,-0.033136392397853265,-0.05059776770258677,-0.03112980760192995,-0.11739965982700007,-0.11229429210814507,0.150051245951073,0.1687561684200408,-0.12413996761501755,0.13409515187811247,-0.11045162535187829,-0.04514512375133884,0.23974265810631357,0.20035311888761928,0.24857400439485383,0.25973469562532886,-0.2636415962437251,0.21386759171864542,0.1273765913164119,-0.15786328793668042,0.2126312503906526,-0.16676429794559844,0.23026340402817888
T_DL_Avg,0.7892289810151105,0.7865168539325843,0.7849670670282837,0.7832235567609453,0.7805114296784192,0.778767919411081,0.7789616427741186,0.7805114296784192,0.7826423866718326,0.7845796203022085,0.7843858969391709,0.7830298333979079,0.7834172801239829,0.7832235567609453,0.7836110034870206,0.7838047268500582,0.7832235567609453,0.7808988764044945,0.7772181325067803,0.7743122820612166,0.7725687717938784,0.7708252615265401,0.7686943045331267,0.7659821774506006,0.7617202634637738,0.7559085625726464,0.7487407981402557,0.7406044168926772,0.7318868655559861,0.72355676094537,0.7144517628826037,0.704571871367687,0.69391708640062,0.6834560247965905,0.6737698566447115,0.6650523053080202,0.6576908175125921,0.6512979465323517,0.6456799690042619,0.6412243316543976,0.6367686943045331,0.6332816737698567,0.6321193335916312,0.6328942270437815,0.6348314606741574,0.6369624176675708,0.6379310344827587,0.6371561410306084,0.636381247578458,0.636381247578458,0.6359938008523828,0.6348314606741574,0.6328942270437815,0.6307632700503681,0.6278574196048043,0.6253390158853158,0.6226268888027897,0.6195273149941883,0.6166214645486245,0.6139093374660984,0.6113909337466098,0.6088725300271213,0.6063541263076327,0.6040294459511817,0.6017047655947307,0.5989926385122046,0.5962805114296784,0.5933746609841147,0.5906625339015885,0.5877566834560248,0.5846571096474235,0.5817512592018598
TIMESTAMP,2018-09-28 12:00:00,2018-09-28 12:10:00,2018-09-28 12:20:00,2018-09-28 12:30:00,2018-09-28 12:40:00,2018-09-28 12:50:00,2018-09-28 13:00:00,2018-09-28 13:10:00,2018-09-28 13:20:00,2018-09-28 13:30:00,2018-09-28 13:40:00,2018-09-28 13:50:00,2018-09-28 14:00:00,2018-09-28 14:10:00,2018-09-28 14:20:00,2018-09-28 14:30:00,2018-09-28 14:40:00,2018-09-28 14:50:00,2018-09-28 15:00:00,2018-09-28 15:10:00,2018-09-28 15:20:00,2018-09-28 15:30:00,2018-09-28 15:40:00,2018-09-28 15:50:00,2018-09-28 16:00:00,2018-09-28 16:10:00,2018-09-28 16:20:00,2018-09-28 16:30:00,2018-09-28 16:40:00,2018-09-28 16:50:00,2018-09-28 17:00:00,2018-09-28 17:10:00,2018-09-28 17:20:00,2018-09-28 17:30:00,2018-09-28 17:40:00,2018-09-28 17:50:00,2018-09-28 18:00:00,2018-09-28 18:10:00,2018-09-28 18:20:00,2018-09-28 18:30:00,2018-09-28 18:40:00,2018-09-28 18:50:00,2018-09-28 19:00:00,2018-09-28 19:10:00,2018-09-28 19:20:00,2018-09-28 19:30:00,2018-09-28 19:40:00,2018-09-28 19:50:00,2018-09-28 20:00:00,2018-09-28 20:10:00,2018-09-28 20:20:00,2018-09-28 20:30:00,2018-09-28 20:40:00,2018-09-28 20:50:00,2018-09-28 21:00:00,2018-09-28 21:10:00,2018-09-28 21:20:00,2018-09-28 21:30:00,2018-09-28 21:40:00,2018-09-28 21:50:00,2018-09-28 22:00:00,2018-09-28 22:10:00,2018-09-28 22:20:00,2018-09-28 22:30:00,2018-09-28 22:40:00,2018-09-28 22:50:00,2018-09-28 23:00:00,2018-09-28 23:10:00,2018-09-28 23:20:00,2018-09-28 23:30:00,2018-09-28 23:40:00,2018-09-28 23:50:00
wx,-0.10558371491644473,0.10110381860326662,-0.03530468081687421,0.14714491834651472,-0.2312957113120157,-0.24224382018718374,-0.10604326577749226,-0.17892227748151854,-0.17779330155464332,-0.07804214540371805,-0.25578459537282733,-0.0985882121330772,-0.20168614053225237,0.18245851329416263,-0.256626844547054,-0.23796917418141417,0.11962282269977649,-0.22179898417550747,0.23910548738739126,-0.23372964196333756,0.21868618902522868,0.23520800507392844,0.23491042305715126,0.16862719983194976,0.2206730491258996,-0.1762866650212058,0.13851430102113246,-0.18836313738567467,-0.08923805904145465,-0.11137443861702447,0.06810965572530472,0.010330469362378593,-0.07995630165549052,-0.049808061413979275,0.012350640389527583,-0.01443930324374211,-0.010207037214339756,0.039369652317484974,0.17219698562317617,-0.1077811105804732,0.06983428066272196,-0.12418860557577273,-0.13747598934518582,0.008516831166348082,0.006944894942697292,0.17425385750772218,0.13631419881103357,-0.21889215230808995,0.10575671238343289,0.005569726315449466,0.10729007249658029,0.12883224842728533,0.028752982625314463,-0.2541259059418205,0.22051539552990554,0.1823389167609829,0.00660951194583248,-0.10898438590372782,0.14728506437560196,0.012276293740965661,-0.28415572718643317,-0.2788635935622239,0.24561537121614818,-0.0586438295214402,0.23457342198607306,0.1466075617359855,0.2974661914882963,0.01925194319976685,-0.2314242781971222,0.21271501353681613,0.01223233529130978,-0.15940369243465166
wy,0.18867512901299152,-0.2001168640556859,-0.20916027435383713,-0.16199965938592498,0.05918264429248571,0.02164658895261043,0.19777782538211758,0.11648025846206854,-0.15240318852034218,0.2481131698532927,0.022856574802060974,0.2398078810799385,-0.16150455782877496,0.16438700810492382,0.02293183707977799,-0.048604350596164046,-0.20208193150200904,-0.04530164726512455,-0.03111804509879898,-0.05172666602780679,0.08121976558803541,-0.05418609395321309,0.03818099458586159,-0.1859834895728555,0.09867243775770591,0.11897966688533904,0.15248848434938825,-0.01975960143735605,-0.1319447120783257,0.09245389852738807,0.09545741933288841,0.09539863868775378,0.0032910649322692356,0.0522639587346552,0.05766163984677053,0.023049389446802914,-0.011439402781091951,0.018554762355387965,0.09471445534115251,-0.2146228334942449,0.1226798293329821,0.06762539029889504,0.054952635464963116,-0.09752590592871845,0.11108564211013461,-0.12642992631671146,0.17056801388263917,-0.13604244529992343,0.2165401493111292,0.2172833819648796,-0.17580137410720453,-0.1431149181371025,0.22184631888682896,-0.07728119375781985,0.08516356900846987,0.1426204293838439,-0.19034953031128823,-0.20954947674252325,-0.16927773009554692,-0.23468449963088897,0.07188143585764699,-0.05370546387776526,0.06268744677323322,-0.2697632625099243,-0.22834473831476948,-0.2831629193134305,0.0577649840961511,-0.2872860921550452,0.09540382496728757,0.10376578049794298,0.1977235892411378,0.11599490122450937
T_DL_Avg,0.7956218519953507,0.7944595118171252,0.7909724912824486,0.7896164277411856,0.7907787679194112,0.7934908950019373,0.7934908950019373,0.7929097249128245,0.7931034482758621,0.7925222781867493,0.7901975978302983,0.7867105772956219,0.7832235567609453,0.7799302595893065,0.777799302595893,0.7756683456024797,0.7735373886090663,0.7717938783417281,0.7702440914374273,0.7675319643549012,0.7640449438202247,0.7603641999225107,0.7561022859356838,0.7510654784967068,0.7452537776055792,0.7396358000774894,0.7334366524602868,0.7266563347539713,0.7198760170476559,0.7127082526152654,0.7051530414567997,0.6968229368461837,0.6879116621464548,0.6784192173576135,0.6695079426578846,0.6611778380472686,0.6528477334366526,0.6452925222781868,0.6394808213870593,0.6371561410306084,0.6381247578457961,0.6379310344827587,0.6381247578457961,0.6390933746609841,0.6385122045718714,0.6373498643936458,0.6392870980240217,0.642386671832623,0.6445176288260365,0.6450987989151491,0.6441301820999613,0.6419992251065479,0.6388996512979465,0.6361875242154205,0.6344440139480821,0.6327005036807438,0.6303758233242929,0.6272762495156917,0.6245641224331655,0.6220457187136769,0.6193335916311508,0.6172026346377373,0.6146842309182488,0.6111972103835723,0.6077101898488958,0.6051917861294072,0.6032545524990314,0.6009298721425804,0.5986051917861294,0.5956993413405657,0.5920185974428516,0.5871755133669121
TIMESTAMP,2018-09-30 12:00:00,2018-09-30 12:10:00,2018-09-30 12:20:00,2018-09-30 12:30:00,2018-09-30 12:40:00,2018-09-30 12:50:00,2018-09-30 13:00:00,2018-09-30 13:10:00,2018-09-30 13:20:00,2018-09-30 13:30:00,2018-09-30 13:40:00,2018-09-30 13:50:00,2018-09-30 14:00:00,2018-09-30 14:10:00,2018-09-30 14:20:00,2018-09-30 14:30:00,2018-09-30 14:40:00,2018-09-30 14:50:00,2018-09-30 15:00:00,2018-09-30 15:10:00,2018-09-30 15:20:00,2018-09-30 15:30:00,2018-09-30 15:40:00,2018-09-30 15:50:00,2018-09-30 16:00:00,2018-09-30 16:10:00,2018-09-30 16:20:00,2018-09-30 16:30:00,2018-09-30 16:40:00,2018-09-30 16:50:00,2018-09-30 17:00:00,2018-09-30 17:10:00,2018-09-30 17:20:00,2018-09-30 17:30:00,2018-09-30 17:40:00,2018-09-30 17:50:00,2018-09-30 18:00:00,2018-09-30 18:10:00,2018-09-30 18:20:00,2018-09-30 18:30:00,2018-09-30 18:40:00,2018-09-30 18:50:00,2018-09-30 19:00:00,2018-09-30 19:10:00,2018-09-30 19:20:00,2018-09-30 19:30:00,2018-09-30 19:40:00,2018-09-30 19:50:00,2018-09-30 20:00:00,2018-09-30 20:10:00,2018-09-30 20:20:00,2018-09-30 20:30:00,2018-09-30 20:40:00,2018-09-30 20:50:00,2018-09-30 21:00:00,2018-09-30 21:10:00,2018-09-30 21:20:00,2018-09-30 21:30:00,2018-09-30 21:40:00,2018-09-30 21:50:00,2018-09-30 22:00:00,2018-09-30 22:10:00,2018-09-30 22:20:00,2018-09-30 22:30:00,2018-09-30 22:40:00,2018-09-30 22:50:00,2018-09-30 23:00:00,2018-09-30 23:10:00,2018-09-30 23:20:00,2018-09-30 23:30:00,2018-09-30 23:40:00,2018-09-30 23:50:00
wx,-0.2285156152830138,0.16824383969523782,0.09807400345717858,-0.0955709014625635,-0.2043872586442003,-0.05923561796683283,0.18687376586259902,0.1228946565695907,-0.08660146441526535,-0.10678993799870953,0.1107472563324934,-0.07261572594331082,-0.0041380693548065135,0.05654391808954155,-0.0009232479162540522,0.08680488291038176,0.1600485723206109,-0.12622079447934792,-0.051517866859307065,-0.02992373100787584,0.036117877672141974,-0.020486536955177076,-0.057559342892504646,0.023859539486486298,-0.04932277472172615,-0.05794503243257882,-0.0275873628884389,0.05270321402562415,-0.04276609577941752,-0.04058691088043528,-0.07119986671905257,-0.04278195811855949,0.11303485320582997,0.02962595211294849,-0.07647021480565766,-0.16907669921667343,0.20626274427978036,0.0781411901433589,0.09211617802235843,0.022807445424509784,-0.11082091370949577,0.07357292061740266,-0.16769155838004038,0.15128796455912658,-0.06200285747508869,0.08543928190891552,0.12450397372410375,-0.23961623652022102,0.2264824901434607,-0.18514432154436428,-0.13473279271409477,-0.004945168976564134,0.05691915531017758,0.03546467960972422,-0.02664630559221136,-0.09475960650315096,0.11982433762892127,0.07645185597482058,0.09591038178391645,0.14969166818395466,-0.10741695430801247,-0.0562417060452968,-0.10408352844607158,-0.153845023901737,0.15369205853296444,0.11779434334013553,0.04909343728766453,-0.12434926789289463,-0.06929947762860161,0.05716104444320746,-0.12979210725835624,-0.012826391792805895
wy,0.16524885428776717,-0.2536478882527023,-0.24419974664935934,0.21147848543228276,0.12360562721051256,-0.22833645726659607,-0.10687624004876316,-0.1310327147159551,0.14903692232670882,0.097940762894613,0.04532294235536856,-0.054373128926566476,0.0870117046203365,0.022063119671772678,-0.07204565955266821,0.10230331332209992,0.007819445198624892,-0.07921523136080438,0.13136513802432015,-0.0803411028130407,-0.032600571367169914,0.06513121335876867,0.046178139112555444,0.02539261992636752,0.05175474390198805,0.01894222252120366,0.09330882170817476,-0.03372345924388241,0.020433056271849184,-0.0039839015727279065,-0.041454304347801764,0.10492334375748207,-0.04798328655507856,0.14590849841790357,-0.15901969510882577,-0.04023522232448709,0.034818223486492134,0.13816751344700218,0.09493740839878276,-0.10843434155880026,0.006083198695072438,-0.06509896826085759,0.05820193795731914,-0.012736664364196711,-0.11438580614896056,-0.038579183354287165,0.011982376326732448,0.005958023784750126,0.018275990223545913,-0.04097425729583935,-0.1008850825866414,0.16910142871698483,0.021139700098885886,0.11529274806891461,-0.1552636303944902,0.0790867458476713,-0.12175633909138205,0.08778315670387217,0.018475260368533208,-0.08607588534064571,0.000837584086942483,0.12556509562435408,-0.08074007393802143,-0.0181397957650657,0.04818956804591027,0.09865326126358005,0.14984752853719652,0.023738791121183968,-0.17481616451988885,-0.15966432873297767,0.07348463597109708,-0.14533651915903834
T_DL_Avg,0.8024021697016661,0.7979465323518016,0.7934908950019373,0.7869043006586595,0.7814800464936072,0.7805114296784192,0.7826423866718326,0.7863231305695468,0.7894227043781481,0.7888415342890353,0.7929097249128245,0.8006586594343278,0.8035645098798915,0.8035645098798915,0.8047268500581171,0.8043394033320419,0.8025958930647037,0.8010461061604031,0.7979465323518016,0.7963967454475009,0.7979465323518016,0.8002712127082527,0.7973653622626888,0.7886478109259978,0.7770244091437427,0.7654010073614878,0.7549399457574584,0.7450600542425417,0.7353738860906626,0.7266563347539713,0.7192948469585433,0.7127082526152654,0.7072839984502131,0.7032158078264239,0.7014722975590857,0.7016660209221233,0.7005036807438977,0.6956605966679581,0.6923672994963194,0.6910112359550562,0.6921735761332817,0.6948857032158078,0.6943045331266952,0.6931421929484697,0.69391708640062,0.695273149941883,0.695273149941883,0.6941108097636575,0.6925610228593568,0.6904300658659435,0.6881053855094925,0.686943045331267,0.6865555986051918,0.6857807051530415,0.6855869817900039,0.6871367686943045,0.6894614490507556,0.6898488957768307,0.6867493219682295,0.6846183649748161,0.6846183649748161,0.6855869817900039,0.6857807051530415,0.685974428516079,0.6867493219682295,0.6879116621464548,0.6898488957768307,0.691592406044169,0.6937233630375824,0.6950794265788455,0.6958543200309958,0.6960480433940334
TIMESTAMP,2018-10-02 12:00:00,2018-10-02 12:10:00,2018-10-02 12:20:00,2018-10-02 12:30:00,2018-10-02 12:40:00,2018-10-02 12:50:00,2018-10-02 13:00:00,2018-10-02 13:10:00,2018-10-02 13:20:00,2018-10-02 13:30:00,2018-10-02 13:40:00,2018-10-02 13:50:00,2018-10-02 14:00:00,2018-10-02 14:10:00,2018-10-02 14:20:00,2018-10-02 14:30:00,2018-10-02 14:40:00,2018-10-02 14:50:00,2018-10-02 15:00:00,2018-10-02 15:10:00,2018-10-02 15:20:00,2018-10-02 15:30:00,2018-10-02 15:40:00,2018-10-02 15:50:00,2018-10-02 16:00:00,2018-10-02 16:10:00,2018-10-02 16:20:00,2018-10-02 16:30:00,2018-10-02 16:40:00,2018-10-02 16:50:00,2018-10-02 17:00:00,2018-10-02 17:10:00,2018-10-02 17:20:00,2018-10-02 17:30:00,2018-10-02 17:40:00,2018-10-02 17:50:00,2018-10-02 18:00:00,2018-10-02 18:10:00,2018-10-02 18:20:00,2018-10-02 18:30:00,2018-10-02 18:40:00,2018-10-02 18:50:00,2018-10-02 19:00:00,2018-10-02 19:10:00,2018-10-02 19:20:00,2018-10-02 19:30:00,2018-10-02 19:40:00,2018-10-02 19:50:00,2018-10-02 20:00:00,2018-10-02 20:10:00,2018-10-02 20:20:00,2018-10-02 20:30:00,2018-10-02 20:40:00,2018-10-02 20:50:00,2018-10-02 21:00:00,2018-10-02 21:10:00,2018-10-02 21:20:00,2018-10-02 21:30:00,2018-10-02 21:40:00,2018-10-02 21:50:00,2018-10-02 22:00:00,2018-10-02 22:10:00,2018-10-02 22:20:00,2018-10-02 22:30:00,2018-10-02 22:40:00,2018-10-02 22:50:00,2018-10-02 23:00:00,2018-10-02 23:10:00,2018-10-02 23:20:00,2018-10-02 23:30:00,2018-10-02 23:40:00,2018-10-02 23:50:00
wx,-0.025233411938748472,-0.1178506308581929,-0.020575300999529953,-0.1195110151608797,-0.1003509325699571,0.16187865549396407,0.15668312131543788,0.0030276023962551458,0.08140391987099484,-0.12911533226382493,0.012203383755065994,0.006362887583417801,0.12333217182482217,0.026154297295470173,-0.003239483840742045,0.011893524571557386,0.13330543782566534,0.0005215252488201524,-0.09518081070126964,-0.12608689781081425,0.08808354413507068,0.14342172237613426,0.014260646284191004,-0.13456330873260475,-0.17069756519371512,-0.10551918811087559,0.16199320153570002,-0.18434326248529267,-0.17605536387195347,0.06428121314969018,0.04987334083008317,0.07173180955075202,0.04714521696559384,0.11390680461318212,-0.16729834728728935,-0.22104141421395176,0.1004915762027492,-0.04962728459373301,-0.08529649332654886,-0.06623164182704505,-0.03743869035002414,0.1023957552364493,-0.11052603323384487,-0.04066589297490823,0.09142811349105472,-0.05246905319953661,0.16660644143470338,-0.271082594428555,-0.025440055439642874,-0.1336820348904301,0.25984522656118686,-0.028165400685964695,-0.0706378245384628,-0.04063051086367423,0.051055649098475125,0.059816027375369236,0.04096086553349199,-0.10664945795457674,-0.18657463528801835,-0.13732946357991735,-0.16763695582337373,0.0853815327312464,0.168038111772544,0.0019752515023192096,0.001786463641513029,0.20850109079844031,0.05134412811152311,0.09450972168974132,0.18381125300016582,-0.22415755640407295,0.22309966900766,0.16100698675053113
wy,0.15867160047694245,0.04894818140263609,-0.15212545321722784,-0.10634595911005311,-0.08929650674771994,0.01334310977077816,-0.007389528602644166,0.15043502376566215,0.12319887828699086,0.017591442950988138,0.09766580158442173,0.11395672764424966,0.05047327671393316,0.12210700202845523,-0.1041247222571056,-0.08341594372546177,-0.004343108379609037,0.11368106466704711,0.076360717418499,0.05046311093165618,-0.14880181164953235,-0.07004655727430652,-0.13286927400112006,0.07556617941688329,-0.040712213553390754,-0.16809142099336696,-0.026477527960969895,-0.043966779847814295,0.018626847925685763,0.10836111823700073,-0.046475686123099075,-0.07136960372861902,-0.13714978146349102,0.005663294326004161,-0.1620018551363617,-0.06742885525170718,-0.035657052502879705,0.00864518137889313,-0.020032769108535634,-0.020141434719001896,-0.08806295855489282,-0.0346186608925528,0.07034255608817573,0.13783571309824644,0.08533283372158237,-0.16486087319709328,-0.17271865681591286,0.13145930085302504,0.2579343074956374,0.2233157005467899,0.0031087785262232204,-0.14714019192485162,0.1328968892486441,0.1488180809225696,-0.15075703587230238,0.10400409588207987,-0.05796016564905179,0.12055032992154859,0.07901622649115855,0.14032033817117837,-0.08957830223942263,0.18271021008980148,-0.15275778808195256,0.2391973115036253,0.21633564113084594,0.09649784501025255,0.21734538909367002,0.21165045755216322,-0.15617648939280784,0.039213325979826026,0.03921291649807859,-0.11947109630337521
T_DL_Avg,0.8481208833785355,0.8525765207283998,0.8593568384347152,0.8614877954281287,0.8581944982564897,0.8564509879891515,0.8541263076327006,0.8487020534676483,0.8440526927547463,0.8428903525765208,0.8461836497481596,0.8535451375435879,0.8601317318868655,0.8628438589693918,0.8616815187911662,0.8595505617977528,0.8583882216195274,0.8556760945370012,0.8510267338240992,0.8454087562960093,0.8382409918636189,0.8297171638899652,0.8229368461836497,0.8179000387446727,0.8113134444013949,0.8024021697016661,0.7896164277411856,0.7756683456024797,0.7626888802789616,0.7502905850445564,0.7388609066253391,0.7289810151104223,0.7196822936846183,0.7119333591631151,0.7076714451762883,0.7088337853545138,0.7117396358000776,0.7107710189848896,0.7082526152654011,0.7063153816350253,0.7041844246416118,0.7018597442851607,0.6997287872917474,0.6979852770244092,0.6960480433940334,0.6933359163115071,0.6908175125920185,0.6884928322355677,0.6863618752421542,0.6840371948857032,0.6811313444401395,0.6786129407206509,0.6757070902750872,0.6726075164664859,0.6691204959318094,0.6658271987601705,0.662340178225494,0.6584657109647424,0.654978690430066,0.651685393258427,0.6489732661759009,0.64664858581945,0.644711352189074,0.6429678419217357,0.6418055017435104,0.6408368849283224,0.639674544750097,0.638705927934909,0.6381247578457961,0.6377373111197211,0.6367686943045331,0.63541263076327
TIMESTAMP,2018-10-04 12:00:00,2018-10-04 12:10:00,2018-10-04 12:20:00,2018-10-04 12:30:00,2018-10-04 12:40:00,2018-10-04 12:50:00,2018-10-04 13:00:00,2018-10-04 13:10:00,2018-10-04 13:20:00,2018-10-04 13:30:00,2018-10-04 13:40:00,2018-10-04 13:50:00,2018-10-04 14:00:00,2018-10-04 14:10:00,2018-10-04 14:20:00,2018-10-04 14:30:00,2018-10-04 14:40:00,2018-10-04 14:50:00,2018-10-04 15:00:00,2018-10-04 15:10:00,2018-10-04 15:20:00,2018-10-04 15:30:00,2018-10-04 15:40:00,2018-10-04 15:50:00,2018-10-04 16:00:00,2018-10-04 16:10:00,2018-10-04 16:20:00,2018-10-04 16:30:00,2018-10-04 16:40:00,2018-10-04 16:50:00,2018-10-04 17:00:00,2018-10-04 17:10:00,2018-10-04 17:20:00,2018-10-04 17:30:00,2018-10-04 17:40:00,2018-10-04 17:50:00,2018-10-04 18:00:00,2018-10-04 18:10:00,2018-10-04 18:20:00,2018-10-04 18:30:00,2018-10-04 18:40:00,2018-10-04 18:50:00,2018-10-04 19:00:00,2018-10-04 19:10:00,2018-10-04 19:20:00,2018-10-04 19:30:00,2018-10-04 19:40:00,2018-10-04 19:50:00,2018-10-04 20:00:00,2018-10-04 20:10:00,2018-10-04 20:20:00,2018-10-04 20:30:00,2018-10-04 20:40:00,2018-10-04 20:50:00,2018-10-04 21:00:00,2018-10-04 21:10:00,2018-10-04 21:20:00,2018-10-04 21:30:00,2018-10-04 21:40:00,2018-10-04 21:50:00,2018-10-04 22:00:00,2018-10-04 22:10:00,2018-10-04 22:20:00,2018-10-04 22:30:00,2018-10-04 22:40:00,2018-10-04 22:50:00,2018-10-04 23:00:00,2018-10-04 23:10:00,2018-10-04 23:20:00,2018-10-04 23:30:00,2018-10-04 23:40:00,2018-10-04 23:50:00
wx,-0.07989945096713655,-0.18325548031576638,-0.03884805638006659,-0.0057974504165813545,-0.036588786571368,0.08944049568125277,-0.11710839557842001,0.0527559258827394,0.11223267822278313,-0.26051864511807027,0.09107861650409459,-0.03815906434606284,-0.19331113697937813,-0.12577146777518838,0.0474929489266364,0.09797932676940295,-0.1871978183253411,0.21829081630361846,0.22615036986364256,-0.02418013504026781,-0.07620385300348477,0.13074002592271586,0.05507243926308607,0.0010196468715159657,0.11938768624829384,0.1791311828916701,0.03081375812462009,-0.015284542814473334,0.19920123379286148,-0.033322273398458536,-0.12805896475798667,-0.1579490076129485,0.14576784921348612,-0.12572084916932977,-0.1604824771172342,0.19117589236603882,-0.24115454786564555,0.06488957239050847,-0.18762219511758832,0.16207099336735212,-0.2404907554580241,-0.22610861143033362,-0.23502950709518863,-0.2723604749955202,-0.3071140043300505,-0.25974575312855436,-0.2790299120721106,-0.1635739105819779,-0.07336204635882014,0.13109936830333432,0.06605277414976801,-0.26295397930922715,0.22032350296825567,0.28630722316402857,-0.24068281679498832,-0.22730883510025654,0.1479140007223535,-0.2847324594009673,-0.2147400524446814,-0.01425609339218318,0.021274194020439778,-0.024682759821165887,-0.24967903168556527,0.07298240838986697,0.21794807489950402,0.08530380532912486,-0.14901419548757872,0.1621045487820178,-0.07533369057642027,-0.2142056942024861,-0.09565422853762617,-0.06901254467569211
wy,0.20319111719894342,0.09854879336089364,-0.17512838390410504,0.18653073276417878,0.16355166525399206,0.12559153193081785,0.09378284728367187,0.18394046180859108,0.19678435535023103,0.053451935200096105,-0.2064967244948119,-0.20337918928370732,0.08107839192820734,0.15094066760575872,-0.19020751001452724,-0.2029591498816418,0.14511350088621233,0.14455720200854957,-0.12442169231713672,0.24419499097647152,0.24226883340944388,-0.21249806258366005,0.2369991251232835,0.22226065219391092,0.14070355795156558,0.03212157959936315,0.15710437465325408,-0.18533269844036457,0.08152243527556552,-0.12748879069467287,-0.163203002789269,-0.16425737641613025,-0.12385265093906896,-0.1307420486994514,0.12531249650868215,-0.11022550571147334,-0.052497910105117215,0.2095887584809952,-0.17084420031318923,0.26128785797656773,-0.14975823005516722,0.02824668670468557,0.034673259410088586,-0.12577524476207502,0.11464175180398099,-0.15029329291163324,-0.1033893371719404,0.25077701291968263,-0.2963152394304331,-0.2882066429721523,-0.2617397063072532,0.14887713786961343,0.19701643067573085,0.12123406970575748,-0.14958544010466815,-0.2136882696843803,0.29013075950276057,0.035819189072084576,0.12848025007443278,0.24454724166034483,0.25544427040328965,-0.25015903670608614,0.07328962613602877,-0.2245761067534973,0.09365799188522764,-0.19532248916481534,-0.1712441014432705,0.14019457711203515,0.1946943424201668,-0.08464691215760631,-0.2189853288483475,-0.18801062040893293
